,Year,DOY,Satellite,Phenocam,CenterOrNorth,CoastalAerosol_mean,CoastalAerosol_std,Blue_mean,Blue_std,Green_mean,Green_std,Red_mean,Red_std,RedEdge1_mean,RedEdge1_std,RedEdge2_mean,RedEdge2_std,RedEdge3_mean,RedEdge3_std,NIRBroad_mean,NIRBroad_std,NIRNarrow_mean,NIRNarrow_std,SWIR1_mean,SWIR1_std,SWIR2_mean,SWIR2_std,WaterVapor_mean,WaterVapor_std,Cirrus_mean,Cirrus_std,Quality
0,2014,7,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
1,2014,9,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
2,2014,16,L30,jerbajada,center,722.1111111111111,8.633840968916626,882.5555555555555,10.404177698417444,1277.6666666666667,16.505891204186597,1729.5555555555557,23.707059947577317,,,,,,,,,2362.5555555555557,40.030852299226275,2970.6666666666665,38.47943173523573,2615.4444444444443,29.896529382786262,,,,,64
3,2014,23,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
4,2014,25,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
5,2014,32,L30,jerbajada,center,4619.222222222223,23.427323922566135,4685.111111111111,34.11237782664313,4812.777777777777,39.91596110100925,5122.666666666667,34.65384378231207,,,,,,,,,5407.666666666667,20.800641015763592,3716.5555555555557,8.220720583597295,3487.222222222222,10.622594135748551,,,,,194
6,2014,39,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
7,2014,41,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
8,2014,48,L30,jerbajada,center,961.4444444444445,15.621289682930303,1287.0,19.61292091114087,1921.3333333333333,26.407069760451147,2448.222222222222,27.92361715576491,,,,,,,,,3090.1111111111113,28.001763612888723,3348.3333333333335,19.043809142780937,2972.5555555555557,16.813427908213463,,,,,194
9,2014,55,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
10,2014,57,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
11,2014,64,L30,jerbajada,center,781.4444444444445,15.63550881175503,952.4444444444445,12.001028762486351,1395.3333333333333,24.097026095903757,1902.111111111111,37.56015750897173,,,,,,,,,2543.3333333333335,48.27007354458868,3236.777777777778,41.512455367242296,2848.6666666666665,29.788140816998524,,,,,64
12,2014,71,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
13,2014,73,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
14,2014,80,L30,jerbajada,center,871.2222222222222,13.189033978421264,1044.0,12.692955176439847,1517.3333333333333,21.924111536540465,2056.6666666666665,36.681815052632764,,,,,,,,,2721.777777777778,52.962833462675135,3450.6666666666665,53.93411618714901,3055.5555555555557,45.2649266015854,,,,,64
15,2014,87,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
16,2014,89,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
17,2014,96,L30,jerbajada,center,905.0,21.525179054617254,1086.5555555555557,16.6540693132747,1573.111111111111,24.97307191732035,2137.4444444444443,39.33929647202121,,,,,,,,,2805.8888888888887,56.10990097704968,3543.4444444444443,57.72369263446358,3155.5555555555557,48.46559171460629,,,,,64
18,2014,103,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
19,2014,105,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
20,2014,112,L30,jerbajada,center,897.7777777777778,17.586470669730296,1087.3333333333333,11.55662388223981,1587.6666666666667,23.91187524594794,2155.8888888888887,38.29257091988368,,,,,,,,,2854.3333333333335,51.007624702369526,3598.5555555555557,57.806403165337834,3168.4444444444443,44.17920856167302,,,,,64
21,2014,121,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
22,2014,128,L30,jerbajada,center,939.5555555555555,22.48016958769124,1143.2222222222222,17.542189004275617,1682.0,24.535688292770594,2273.222222222222,43.03945935683202,,,,,,,,,2998.3333333333335,63.735564814491305,3712.6666666666665,57.26934413608888,3334.3333333333335,43.299987169615754,,,,,64
23,2014,135,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
24,2014,137,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
25,2014,144,L30,jerbajada,center,-1082.2222222222222,416.04988423606073,-624.3333333333334,349.6477592600238,67.88888888888889,180.47865028827243,269.1111111111111,198.9374242454951,,,,,,,,,711.1111111111111,197.18825998660066,943.3333333333334,154.0014429946825,763.2222222222222,133.17972633315043,,,,,200
26,2014,151,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
27,2014,153,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
28,2014,160,L30,jerbajada,center,946.0,22.676468468926597,1158.111111111111,19.643740560541836,1704.2222222222222,18.736641331761188,2316.4444444444443,36.67609306440826,,,,,,,,,3065.3333333333335,56.51155240794183,3786.222222222222,65.69927748254463,3380.8888888888887,53.14643176993676,,,,,64
29,2014,167,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
30,2014,169,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
31,2014,176,L30,jerbajada,center,1253.2222222222222,59.767657135830355,1573.7777777777778,60.26566698613689,2249.3333333333335,69.94918790728659,2878.3333333333335,54.61176104507567,,,,,,,,,3631.6666666666665,39.43207943906698,4267.777777777777,43.91855537438407,3656.222222222222,33.162153052263186,,,,,196
32,2014,183,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
33,2014,185,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
34,2014,192,L30,jerbajada,center,10210.777777777777,104.10120906307986,10416.333333333334,99.69731970096065,10066.444444444445,167.51524714094342,10312.222222222223,168.46943526136707,,,,,,,,,10317.444444444445,187.31501162546186,7329.777777777777,168.59008655300767,5731.0,129.3986089569745,,,,,194
35,2014,199,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
36,2014,201,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
37,2014,208,L30,jerbajada,center,898.1111111111111,21.87563050237737,1098.888888888889,18.29052240578555,1613.888888888889,19.381803863099385,2185.3333333333335,31.860808387596055,,,,,,,,,2914.222222222222,44.41415634626664,3630.4444444444443,63.77061516109666,3179.6666666666665,49.34459330959055,,,,,64
38,2014,215,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
39,2014,217,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
40,2014,224,L30,jerbajada,center,879.7777777777778,20.643954066655272,1090.4444444444443,16.50663914315901,1630.4444444444443,23.561320049376178,2161.3333333333335,38.134265722866914,,,,,,,,,3022.6666666666665,58.13585621436892,3676.8888888888887,62.34036403209657,3130.5555555555557,42.63308863914953,,,,,128
41,2014,231,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
42,2014,233,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
43,2014,240,L30,jerbajada,center,815.7777777777778,14.489672780430572,991.2222222222222,12.281673590062534,1472.111111111111,20.82436844150752,1972.0,34.83293460696835,,,,,,,,,2749.1111111111113,45.50078007742638,3356.1111111111113,47.353151823868295,2943.5555555555557,40.38181964727062,,,,,64
44,2014,247,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
45,2014,249,L30,jerbajada,center,,,,,,,,,,,,,,,,,,,,,,,,,,,255
