"date","zone","site","ppt_mm","qflag","gauge_loc","gauge_id","gauge_type","gauge_unit","owner","comment"
1995-03-02,"P","SMAL",12.7,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-03-02,"T","EAST",12.446,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-03-02,"T","TAYL",13.716,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-03-02,"T","WEST",12.446,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-03-03,"C","CALI",14.224,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-03-03,"C","GRAV",11.43,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-03-03,"G","BASN",11.684,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-03-03,"G","SUMM",13.716,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1995-03-03,"P","COLL",11.684,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-03-09,"C","SAND",0.508,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-03-15,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-03-16,"C","SAND",0.508,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-03-29,"P","SMAL",0,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-03-29,"T","EAST",0.762,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-03-29,"T","TAYL",0.508,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-03-29,"T","WEST",0.762,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-03-30,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-03-30,"M","NORT",0,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-03-30,"M","RABB",0,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-03-30,"M","WELL",0,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-03-30,"P","TOBO",0,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-03-31,"C","CALI",1.27,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-03-31,"C","GRAV",2.032,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-03-31,"G","BASN",1.27,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-03-31,"G","SUMM",NA,"M","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER","GRG vandalized into small pieces."
1995-03-31,"P","COLL",1.27,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-04-18,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-04-19,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER","trace"
1995-04-26,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-04-26,"M","NORT",0,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-04-26,"M","RABB",0,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER","No oil; but no rain at any site"
1995-04-26,"M","WELL",0,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER","No oil; but no rain at any site."
1995-04-26,"P","TOBO",0,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-04-27,"P","SMAL",0,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-04-27,"T","EAST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-04-27,"T","TAYL",0,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-04-27,"T","WEST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-04-28,"C","CALI",0,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER","trace"
1995-04-28,"C","GRAV",0,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER","trace"
1995-04-28,"G","BASN",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER","trace"
1995-04-28,"P","COLL",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER","trace"
1995-05-26,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-05-31,"P","SMAL",1.016,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-05-31,"T","EAST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-05-31,"T","TAYL",1.016,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-05-31,"T","WEST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-06-01,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-06-01,"M","NORT",0,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-06-01,"M","RABB",1.524,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-06-01,"M","WELL",1.778,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-06-01,"P","TOBO",0,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-06-02,"C","CALI",0,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER","trace"
1995-06-02,"C","GRAV",1.016,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-06-02,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-06-02,"G","BASN",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER","trace"
1995-06-02,"G","SUMM",NA,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER","Replacement GRG installed this date"
1995-06-02,"P","COLL",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER","trace"
1995-06-09,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-06-15,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-06-23,"C","SAND",0.508,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-06-28,"G","IBPE",0.762,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-06-28,"M","NORT",1.27,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-06-28,"M","RABB",2.032,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-06-28,"M","WELL",2.794,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-06-28,"P","TOBO",0.762,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-06-29,"C","SAND",0.254,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-06-29,"P","SMAL",1.778,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-06-29,"T","EAST",1.524,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-06-29,"T","TAYL",2.286,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-06-29,"T","WEST",1.524,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-06-30,"C","CALI",0.762,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-06-30,"C","GRAV",1.524,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-06-30,"C","SAND",0.254,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-06-30,"G","BASN",1.524,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-06-30,"G","SUMM",0,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER","trace"
1995-06-30,"P","COLL",1.524,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-07-01,"C","SAND",28.956,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-07-06,"C","SAND",2.032,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-07-06,"G","IBPE",15.24,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-07-12,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-07-14,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-07-17,"C","SAND",19.05,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-07-21,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-07-21,"G","IBPE",2.032,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-07-28,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-07-31,"C","SAND",0.254,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-07-31,"G","BASN",20.066,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-07-31,"P","COLL",20.066,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-08-01,"C","CALI",38.354,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-08-01,"C","GRAV",27.178,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-08-01,"G","SUMM",30.734,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1995-08-01,"P","SMAL",21.844,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-08-01,"T","EAST",36.83,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-08-01,"T","TAYL",36.068,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-08-01,"T","WEST",36.83,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-08-02,"G","IBPE",1.27,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-08-02,"M","NORT",16.51,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-08-02,"M","RABB",18.288,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-08-02,"M","WELL",29.972,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-08-02,"P","TOBO",19.558,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-08-04,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-08-09,"G","IBPE",9.652,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-08-11,"C","SAND",3.556,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-08-15,"C","SAND",5.588,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-08-17,"G","IBPE",23.876,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-08-18,"C","SAND",5.588,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-08-21,"C","SAND",0.508,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-08-24,"C","SAND",3.048,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-08-30,"P","SMAL",34.036,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-08-30,"T","EAST",15.24,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-08-30,"T","TAYL",23.876,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-08-30,"T","WEST",15.24,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-08-31,"G","IBPE",6.096,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-08-31,"M","NORT",35.56,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-08-31,"M","RABB",27.686,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-08-31,"M","WELL",49.276,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-08-31,"P","TOBO",18.796,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-09-01,"C","CALI",16.51,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-09-01,"C","GRAV",36.068,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-09-01,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER","trace"
1995-09-01,"G","BASN",25.908,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-09-01,"G","SUMM",18.034,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1995-09-01,"P","COLL",25.908,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-09-07,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-09-11,"C","SAND",36.576,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-09-13,"G","IBPE",12.954,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-09-16,"C","SAND",26.162,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-09-29,"C","SAND",15.494,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-10-02,"C","CALI",65.024,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-10-02,"C","GRAV",45.72,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-10-02,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-10-02,"G","BASN",75.438,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-10-02,"G","SUMM",64.008,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1995-10-02,"P","COLL",75.438,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-10-03,"P","SMAL",46.736,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-10-03,"T","EAST",54.102,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-10-03,"T","TAYL",39.624,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-10-03,"T","WEST",54.102,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-10-04,"G","IBPE",33.782,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-10-04,"M","NORT",44.45,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-10-04,"M","RABB",45.72,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-10-04,"M","WELL",46.736,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-10-04,"P","TOBO",54.102,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-10-05,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-10-12,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-10-18,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-10-19,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-10-27,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-10-31,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-11-03,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-11-10,"C","SAND",1.27,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-11-13,"C","CALI",1.27,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-11-13,"C","GRAV",1.27,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-11-13,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-11-13,"G","BASN",1.016,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-11-13,"G","SUMM",1.016,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1995-11-13,"P","COLL",1.016,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-11-14,"P","SMAL",1.778,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-11-14,"T","EAST",1.27,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-11-14,"T","TAYL",1.016,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-11-14,"T","WEST",1.27,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-11-15,"G","IBPE",2.286,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-11-15,"M","NORT",1.27,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-11-15,"M","RABB",2.032,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-11-15,"M","WELL",2.032,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-11-15,"P","TOBO",2.286,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-11-17,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-11-27,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-11-29,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-11-29,"P","SMAL",0,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1995-11-29,"T","EAST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-11-29,"T","TAYL",0,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1995-11-29,"T","WEST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1995-11-30,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-11-30,"M","NORT",0,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1995-11-30,"M","RABB",0,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1995-11-30,"M","WELL",0,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1995-11-30,"P","TOBO",0,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1995-12-02,"C","CALI",0,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1995-12-02,"C","GRAV",0,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1995-12-02,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-12-02,"G","BASN",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-12-02,"G","SUMM",0,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1995-12-02,"P","COLL",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1995-12-06,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-12-13,"G","IBPE",2.032,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1995-12-15,"C","SAND",2.286,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-12-26,"C","SAND",1.778,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1995-12-26,"G","IBPE",1.524,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1996-01-02,"P","SMAL",9.144,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1996-01-02,"T","EAST",12.192,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1996-01-02,"T","TAYL",10.414,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1996-01-02,"T","WEST",12.192,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1996-01-03,"G","IBPE",7.112,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1996-01-03,"M","NORT",8.382,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1996-01-03,"M","RABB",8.128,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1996-01-03,"M","WELL",8.128,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1996-01-03,"P","TOBO",7.366,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1996-01-04,"C","CALI",12.7,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1996-01-04,"C","GRAV",12.446,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1996-01-04,"C","SAND",9.398,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-01-04,"G","BASN",10.668,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1996-01-04,"G","SUMM",11.176,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1996-01-04,"P","COLL",10.668,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1996-01-10,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1996-01-11,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-01-19,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-01-25,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-02-02,"C","SAND",0.508,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-02-07,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-02-12,"G","IBPE",0.508,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1996-02-12,"M","NORT",1.27,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER","Funnel cap on ground; amt correlates with M-RABB."
1996-02-12,"M","RABB",1.016,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1996-02-12,"M","WELL",0.762,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1996-02-12,"P","TOBO",NA,"M","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER","Inner graduated tube & top on ground. Bird?"
1996-02-13,"P","SMAL",0.762,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1996-02-13,"T","EAST",0.254,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1996-02-13,"T","TAYL",0.508,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1996-02-13,"T","WEST",0.254,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1996-02-14,"C","CALI",0.254,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1996-02-14,"C","GRAV",0.508,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1996-02-14,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-02-14,"G","BASN",0.508,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1996-02-14,"G","SUMM",0.254,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1996-02-14,"P","COLL",0.508,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1996-02-16,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-03-01,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-03-04,"C","CALI",0,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1996-03-04,"C","GRAV",0,"A","cdrrc_past10","c-grav-npp-grg","grg","in","JRN_LTER",NA
1996-03-04,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-03-04,"G","SUMM",0,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1996-03-04,"P","SMAL",0,"A","cdrrc_past2","p-smal-npp-grg","grg","in","JRN_LTER",NA
1996-03-05,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1996-03-05,"M","NORT",0,"A","jer_past4a_nr-excl","m-nort-npp-grg","grg","in","JRN_LTER",NA
1996-03-05,"M","RABB",0,"A","jer_past4a_nr-excl","m-rabb-npp-grg","grg","in","JRN_LTER",NA
1996-03-05,"M","WELL",0,"A","jer_past2s","m-well-npp-grg","grg","in","JRN_LTER",NA
1996-03-05,"P","TOBO",0,"A","jer_past12C","p-tobo-npp-grg","grg","in","JRN_LTER",NA
1996-03-06,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-03-06,"G","BASN",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1996-03-06,"P","COLL",0,"A","cdrrc_past-lter","g-basn-npp-grg","grg","in","JRN_LTER",NA
1996-03-06,"T","EAST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1996-03-06,"T","TAYL",0,"A","jer_past7a","t-tayl-npp-grg","grg","in","JRN_LTER",NA
1996-03-06,"T","WEST",0,"A","jer_past6","t-west-npp-grg","grg","in","JRN_LTER",NA
1996-03-15,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1996-03-22,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
