"date","zone","site","ppt_mm","qflag","gauge_loc","gauge_id","gauge_type","gauge_unit","owner","comment"
1989-01-03,"C","GRAV",2.54,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC","See history file for gauge explanation."
1989-01-03,"P","SMAL",2.54,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC","See history file for gauge description"
1989-01-04,"C","SAND",2.794,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER","See history file for gauge description"
1989-01-04,"G","IBPE",0.762,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER","See history file for gauge description"
1989-01-04,"M","NORT",0,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER","See history file for gauge description"
1989-01-04,"M","RABB",0,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER","See history file for gauge description"
1989-01-04,"M","WELL",1.778,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER","See history file for gauge description"
1989-01-04,"T","EAST",2.032,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER","See history file for gauge description"
1989-01-04,"T","TAYL",1.778,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER","See history file for gauge description"
1989-01-04,"T","WEST",2.032,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER","See history file for gauge description"
1989-01-27,"C","GRAV",8.382,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-01-27,"C","SAND",8.89,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-01-27,"G","IBPE",8.89,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER",NA
1989-01-27,"M","NORT",9.144,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-01-27,"M","RABB",9.144,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-01-27,"M","WELL",9.652,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-01-27,"P","SMAL",8.89,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-01-27,"T","EAST",8.636,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-01-27,"T","TAYL",12.446,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-01-27,"T","WEST",8.636,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-01-31,"P","TOBO",10.16,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-02-06,"C","GRAV",3.556,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-02-06,"C","SAND",6.604,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-02-06,"P","SMAL",4.572,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-02-07,"G","IBPE",5.334,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER",NA
1989-02-07,"M","NORT",5.08,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-02-07,"M","RABB",5.08,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-02-07,"M","WELL",6.35,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-02-07,"T","EAST",4.572,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-02-07,"T","TAYL",5.334,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-02-07,"T","WEST",4.572,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-02-09,"P","TOBO",6.858,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-02-16,"C","GRAV",11.176,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-02-16,"C","SAND",12.954,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-02-16,"G","IBPE",9.906,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER",NA
1989-02-16,"M","NORT",8.382,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-02-16,"M","RABB",8.382,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-02-16,"M","WELL",11.684,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-02-16,"P","SMAL",10.16,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-02-16,"P","TOBO",7.366,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-02-16,"T","EAST",9.652,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-02-16,"T","TAYL",11.43,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-02-16,"T","WEST",9.652,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-02-23,"P","TOBO",1.27,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-03-04,"C","SAND",1.778,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-03-04,"G","IBPE",0.508,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER",NA
1989-03-04,"M","NORT",0,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-03-04,"M","RABB",0,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-03-04,"M","WELL",0.508,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-03-04,"T","EAST",0.508,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-03-04,"T","TAYL",1.016,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-03-04,"T","WEST",0.508,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-03-05,"C","GRAV",1.016,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-03-05,"P","SMAL",1.27,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-03-27,"C","GRAV",13.716,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-03-27,"C","SAND",14.732,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-03-27,"G","IBPE",14.224,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER",NA
1989-03-27,"M","NORT",13.716,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-03-27,"M","RABB",13.716,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-03-27,"M","WELL",12.192,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-03-27,"P","SMAL",14.478,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-03-27,"T","EAST",14.732,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-03-27,"T","TAYL",12.7,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-03-27,"T","WEST",14.732,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-03-29,"P","TOBO",12.7,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-05-10,"C","GRAV",0.508,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-05-10,"C","SAND",9.398,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-05-10,"P","SMAL",0,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-05-10,"T","EAST",6.604,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-05-10,"T","TAYL",11.43,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-05-10,"T","WEST",6.604,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-05-17,"C","GRAV",1.27,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-05-17,"C","SAND",1.27,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-05-17,"G","IBPE",2.032,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER",NA
1989-05-17,"M","NORT",2.286,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-05-17,"M","RABB",2.286,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-05-17,"M","WELL",1.016,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-05-17,"P","SMAL",1.778,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-05-17,"T","EAST",2.032,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-05-17,"T","TAYL",1.778,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-05-17,"T","WEST",2.032,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-05-18,"P","TOBO",1.27,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-05-27,"C","GRAV",3.048,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-05-27,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-05-27,"P","SMAL",0.762,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-05-27,"T","EAST",1.524,"A","jer_rep-1_ north-excl","wbrg-num52","wbrg","in","USDA_JER",NA
1989-05-27,"T","TAYL",2.032,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-05-27,"T","WEST",1.524,"A","jer_rep-1_ north-excl","wbrg-num52","wbrg","in","USDA_JER",NA
1989-05-29,"C","SAND",0,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-06-13,"C","SAND",0.254,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-06-13,"T","EAST",0.762,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-06-13,"T","TAYL",0.762,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-06-13,"T","WEST",0.762,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-06-14,"G","IBPE",1.016,"A","jer_past9_ibp-excl","wbrgnum18","wbrg","in","USDA_JER",NA
1989-06-14,"M","WELL",0.508,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-06-16,"M","NORT",0,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-06-16,"M","RABB",0,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-06-16,"M","WELL",1.27,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-06-26,"T","TAYL",6.35,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-06-29,"T","TAYL",3.81,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-03,"C","CALI",0,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER","See history file for rain gauge description."
1989-07-03,"G","IBPE",0,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER","GRG location is ~300 meters SSW from G-IBPE."
1989-07-03,"G","SUMM",0,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER","INITIAL INSTALLATION OF G-SUMM GRG"
1989-07-03,"T","EAST",0.762,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-03,"T","WEST",0.762,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-13,"C","SAND",3.302,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-13,"T","EAST",29.21,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-13,"T","TAYL",2.54,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-13,"T","WEST",29.21,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-14,"C","CALI",15.494,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-14,"C","SAND",14.224,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-14,"G","IBPE",2.286,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-07-14,"T","EAST",1.524,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-14,"T","TAYL",9.144,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-14,"T","WEST",1.524,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-15,"G","SUMM",14.732,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-15,"T","EAST",1.27,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-15,"T","TAYL",5.08,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-15,"T","WEST",1.27,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-16,"C","CALI",0.508,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-16,"C","GRAV",4.572,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-07-16,"G","SUMM",0.508,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-16,"P","SMAL",8.89,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-07-18,"C","GRAV",31.242,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-07-18,"P","SMAL",10.16,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-07-19,"C","CALI",15.24,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-19,"C","SAND",4.572,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-20,"C","SAND",13.462,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-19,"G","IBPE",5.334,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-07-19,"G","SUMM",14.478,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-19,"M","NORT",4.064,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-07-19,"M","RABB",4.064,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-07-19,"T","EAST",1.524,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-19,"T","TAYL",7.874,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-19,"T","WEST",1.524,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-20,"M","WELL",6.858,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-07-20,"P","TOBO",0.762,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-07-20,"T","TAYL",1.016,"A","jer_rep-2_ west excl","wbrg-num51","wbrg","in","USDA_JER",NA
1989-07-21,"G","IBPE",2.032,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-07-21,"T","EAST",7.874,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-21,"T","TAYL",10.16,"A","jer_rep-2_ west excl","wbrg-num51","wbrg","in","USDA_JER",NA
1989-07-21,"T","WEST",7.874,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-22,"C","CALI",2.54,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-22,"C","SAND",4.572,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-22,"G","SUMM",2.794,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-22,"M","WELL",1.778,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-07-23,"C","CALI",3.81,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-23,"C","SAND",4.064,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-23,"G","IBPE",1.778,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-07-23,"M","WELL",5.334,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-07-23,"T","EAST",4.572,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-23,"T","TAYL",3.302,"A","jer_rep-2_ west excl","wbrg-num51","wbrg","in","USDA_JER",NA
1989-07-23,"T","WEST",4.572,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-24,"C","SAND",7.62,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-24,"G","IBPE",6.096,"A","jer_past9","g-ibpe-hyd-tbrg","tbrg","in","JRN_LTER","Collection associated with hydrology runoff plots."
1989-07-24,"G","SUMM",4.572,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-25,"G","SUMM",9.652,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-24,"T","EAST",8.636,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-24,"T","WEST",8.636,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-25,"C","CALI",8.128,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-25,"C","GRAV",19.558,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-07-25,"G","IBPE",1.016,"A","jer_past9","g-ibpe-hyd-tbrg","tbrg","in","JRN_LTER","Collection associated with hydrology runoff plots."
1989-07-25,"M","NORT",28.448,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-07-25,"M","RABB",28.448,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-07-25,"M","WELL",13.462,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-07-25,"P","SMAL",10.16,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-07-27,"M","WELL",2.032,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-07-27,"P","TOBO",24.384,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-07-28,"C","CALI",8.636,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-28,"C","SAND",4.318,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-28,"G","SUMM",8.636,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-28,"T","EAST",1.778,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-28,"T","TAYL",11.43,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-28,"T","WEST",1.778,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-29,"C","CALI",3.556,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-29,"C","SAND",5.08,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-29,"G","IBPE",0.762,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-07-29,"G","SUMM",3.81,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-29,"M","WELL",0.508,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-07-29,"T","EAST",0,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-29,"T","TAYL",48.768,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-29,"T","WEST",0,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-30,"C","CALI",1.016,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-30,"G","SUMM",1.27,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-07-30,"M","WELL",10.922,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-07-30,"T","EAST",22.606,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-30,"T","TAYL",8.636,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-30,"T","WEST",22.606,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-31,"C","CALI",27.94,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-07-31,"C","GRAV",20.066,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-07-30,"C","SAND",2.794,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-31,"C","SAND",23.622,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-07-31,"M","NORT",62.992,"E","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-07-31,"M","RABB",62.992,"A","jer_past4a","rabbit-wbrg-num116","wbrg","in","USDA_JER",NA
1989-07-31,"P","SMAL",20.828,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-07-31,"P","TOBO",40.894,"A","jer_past12a_ne-excl","neexc_dsrg","dsrg","in","USDA_JER",NA
1989-07-31,"T","EAST",0,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-07-31,"T","TAYL",3.048,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-07-31,"T","WEST",0,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-08-01,"G","IBPE",18.034,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-08-01,"G","SUMM",28.956,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-08-03,"T","EAST",0.762,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-08-03,"T","WEST",0.762,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-08-04,"C","CALI",11.938,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-08-04,"G","IBPE",1.778,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-08-04,"G","SUMM",10.414,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-08-04,"M","WELL",1.524,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-08-05,"C","SAND",22.606,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-08-08,"C","GRAV",0.762,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-08-08,"P","SMAL",0,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-08-12,"C","CALI",4.572,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-08-12,"C","SAND",3.048,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-08-12,"G","SUMM",6.604,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-08-12,"M","WELL",1.016,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-08-12,"T","EAST",1.778,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-08-12,"T","TAYL",1.524,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-08-12,"T","WEST",1.778,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-08-13,"T","EAST",1.016,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-08-13,"T","TAYL",10.668,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-08-13,"T","WEST",1.016,"A","jer_rep-1_ south-excl","wbrg-num53","wbrg","in","USDA_JER",NA
1989-08-14,"C","CALI",32.004,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-08-14,"C","GRAV",28.448,"A","cdrrc_past10","e-mountain-s-dsrg","dsrg","in","CDRRC",NA
1989-08-14,"C","SAND",32.004,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-08-14,"G","IBPE",19.812,"A","jer_past9","g-ibpe-hyd-grg","grg","in","JRN_LTER",NA
1989-08-14,"G","SUMM",34.036,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
1989-08-14,"M","WELL",16.002,"A","jer_past2S","west well-wbrg","wbrg","in","USDA_JER",NA
1989-08-14,"P","SMAL",21.336,"A","cdrrc_past2","vine mesq playa-dsrg","dsrg","in","CDRRC",NA
1989-08-14,"T","EAST",21.844,"A","jer_rep-1_ north-excl","wbrg-num52","wbrg","in","USDA_JER",NA
1989-08-14,"T","TAYL",43.942,"A","jer_rep-2_ east excl","wbrg-num50","wbrg","in","USDA_JER",NA
1989-08-14,"T","WEST",21.844,"A","jer_rep-1_ north-excl","wbrg-num52","wbrg","in","USDA_JER",NA
1989-08-16,"T","EAST",1.524,"A","jer_rep-1_ north-excl","wbrg-num52","wbrg","in","USDA_JER",NA
1989-08-16,"T","WEST",1.524,"A","jer_rep-1_ north-excl","wbrg-num52","wbrg","in","USDA_JER",NA
1989-08-17,"C","CALI",1.016,"A","cdrrc_past10","c-cali-hyd-grg","grg","in","JRN_LTER",NA
1989-08-16,"C","SAND",0.508,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-08-17,"C","SAND",1.27,"A","cdrrc_past10","upper-trailer-grg","grg","in","JRN_LTER",NA
1989-08-17,"G","SUMM",1.016,"A","cdrrc_past10","g-summ-hyd-grg","grg","in","JRN_LTER",NA
