#
# 3-day summary product timeseries for jershrubland2
#
# Site: jershrubland2
# Veg Type: XX
# ROI ID Number: 1000
# Lat: 32.6638
# Lon: -106.831
# Elev: 1336
# UTC Offset: -7
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2022-07-28
# Creation Time: 05:48:22
# Update Date: 2023-10-15
# Update Time: 11:27:47
# Final Processing Date:: 2023-10-16
# Final Processing Time:: 11:34:04
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90,smooth_gcc_mean,smooth_gcc_50,smooth_gcc_75,smooth_gcc_90,smooth_rcc_mean,smooth_rcc_50,smooth_rcc_75,smooth_rcc_90,smooth_ci_gcc_mean,smooth_ci_gcc_50,smooth_ci_gcc_75,smooth_ci_gcc_90,smooth_ci_rcc_mean,smooth_ci_rcc_50,smooth_ci_rcc_75,smooth_ci_rcc_90,int_flag
2021-11-06,2021,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32473,0.32385,0.32676,0.32959,0.47007,0.47286,0.48569,0.49112,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-07,2021,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32473,0.32385,0.32676,0.32959,0.47007,0.47286,0.48569,0.49112,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-08,2021,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32438,0.32352,0.32638,0.32924,0.46995,0.47262,0.48544,0.49116,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-09,2021,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32403,0.3232,0.32599,0.32888,0.46983,0.47238,0.48518,0.49119,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-10,2021,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32367,0.32287,0.3256,0.32852,0.46972,0.47215,0.48493,0.49121,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-11,2021,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32331,0.32254,0.32521,0.32816,0.4696,0.47192,0.48467,0.49121,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-12,2021,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32295,0.3222,0.32482,0.32779,0.46948,0.4717,0.48442,0.49119,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-13,2021,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32259,0.32187,0.32442,0.32742,0.46937,0.47148,0.48415,0.49116,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-14,2021,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32222,0.32153,0.32403,0.32703,0.46925,0.47126,0.48389,0.49111,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-15,2021,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32186,0.32119,0.32363,0.32665,0.46913,0.47105,0.48363,0.49105,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-16,2021,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32149,0.32084,0.32322,0.32625,0.46901,0.47085,0.48337,0.49097,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-17,2021,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32111,0.32049,0.32282,0.32585,0.46889,0.47064,0.48312,0.49089,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-18,2021,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32073,0.32014,0.32242,0.32545,0.46876,0.47045,0.48286,0.4908,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-19,2021,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32035,0.31977,0.32203,0.32505,0.46864,0.47026,0.4826,0.49071,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-20,2021,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31996,0.31941,0.32163,0.32465,0.46852,0.47007,0.48235,0.4906,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-21,2021,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31958,0.31905,0.32123,0.32423,0.46839,0.46989,0.48208,0.49047,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-22,2021,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31919,0.31868,0.32082,0.3238,0.46826,0.46971,0.48182,0.49033,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-23,2021,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3188,0.31831,0.32042,0.32337,0.46814,0.46954,0.48156,0.49016,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-24,2021,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3184,0.31793,0.32002,0.32294,0.46801,0.46937,0.48129,0.48998,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-25,2021,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31799,0.31754,0.31964,0.32253,0.46788,0.4692,0.48102,0.48979,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-26,2021,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31756,0.3171,0.31924,0.3221,0.46774,0.46904,0.48076,0.4896,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-27,2021,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31709,0.31663,0.31884,0.32164,0.46761,0.46888,0.4805,0.4894,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-28,2021,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31661,0.31614,0.31843,0.32116,0.46748,0.46872,0.48024,0.4892,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-29,2021,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31612,0.31565,0.31802,0.32069,0.46735,0.46857,0.47999,0.48901,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-11-30,2021,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31565,0.31516,0.31762,0.32024,0.46722,0.46842,0.47975,0.48882,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-01,2021,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3152,0.3147,0.31724,0.31985,0.46708,0.46827,0.47951,0.48864,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-02,2021,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31474,0.31423,0.31685,0.31947,0.46695,0.46813,0.47927,0.48848,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-03,2021,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31424,0.3137,0.31644,0.31909,0.46681,0.468,0.47902,0.48832,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-04,2021,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31371,0.31315,0.31601,0.31871,0.46666,0.46788,0.47876,0.48817,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-05,2021,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3132,0.31262,0.31559,0.31835,0.46651,0.46776,0.47849,0.48803,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-06,2021,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31274,0.31213,0.3152,0.31802,0.46636,0.46764,0.47823,0.48789,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-07,2021,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31234,0.31172,0.31486,0.31773,0.46621,0.46753,0.47797,0.48777,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-08,2021,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31201,0.31136,0.31455,0.31751,0.46606,0.46743,0.47771,0.48765,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-09,2021,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3117,0.31101,0.31424,0.31735,0.46591,0.46733,0.47747,0.48754,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-10,2021,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31141,0.31068,0.31394,0.31724,0.46576,0.46723,0.47725,0.48744,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-11,2021,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31114,0.31037,0.31366,0.31714,0.46561,0.46713,0.47705,0.48735,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-12,2021,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31089,0.31009,0.3134,0.31705,0.46548,0.46704,0.47687,0.48726,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-13,2021,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31067,0.30986,0.31318,0.31693,0.46534,0.46694,0.47672,0.48718,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-14,2021,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3105,0.30969,0.31299,0.31681,0.4652,0.46683,0.47658,0.4871,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-15,2021,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31039,0.30959,0.31285,0.31674,0.46503,0.46671,0.47644,0.48701,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-16,2021,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31032,0.30955,0.31273,0.31668,0.46484,0.46657,0.4763,0.48689,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-17,2021,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31027,0.30953,0.31264,0.31664,0.46463,0.46642,0.47616,0.48678,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-18,2021,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31023,0.30951,0.31255,0.31658,0.46442,0.46626,0.47604,0.48665,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-19,2021,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31017,0.30947,0.31245,0.31651,0.46421,0.46611,0.47592,0.48652,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-20,2021,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3101,0.30943,0.31239,0.3164,0.46401,0.46596,0.47582,0.4864,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-21,2021,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31006,0.30942,0.31237,0.31628,0.46383,0.46583,0.47574,0.48628,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-22,2021,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31003,0.30943,0.31239,0.31615,0.46366,0.46572,0.47568,0.48616,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-23,2021,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31001,0.30945,0.31241,0.31602,0.46353,0.46562,0.47564,0.48606,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-24,2021,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30999,0.30947,0.31242,0.31591,0.46343,0.46556,0.47564,0.48598,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-25,2021,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30997,0.30948,0.3124,0.31583,0.46338,0.46553,0.47567,0.48591,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-26,2021,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30998,0.30949,0.31239,0.31578,0.46333,0.4655,0.47572,0.48587,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-27,2021,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31003,0.30954,0.31242,0.31578,0.46327,0.46542,0.47579,0.48585,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-28,2021,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31009,0.3096,0.31247,0.31579,0.46321,0.46532,0.47586,0.48586,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-29,2021,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31016,0.30966,0.31252,0.31581,0.46314,0.4652,0.47595,0.4859,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-30,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31021,0.30971,0.31255,0.31581,0.46308,0.46508,0.47606,0.48594,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2021-12-31,2021,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31022,0.30973,0.31253,0.31578,0.46303,0.46497,0.47619,0.486,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-01,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31025,0.30976,0.3125,0.31574,0.46301,0.46488,0.47634,0.48607,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-02,2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31031,0.30984,0.3125,0.31572,0.46303,0.46483,0.47651,0.48614,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-03,2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31038,0.30992,0.3125,0.31571,0.46309,0.46484,0.4767,0.48621,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-04,2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31042,0.30998,0.31249,0.31568,0.4632,0.46491,0.47693,0.48627,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-05,2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31041,0.30998,0.31243,0.31562,0.46336,0.46505,0.47718,0.48632,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-06,2022,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31034,0.30992,0.31233,0.31552,0.46365,0.46532,0.47752,0.48642,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-07,2022,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31023,0.30984,0.31218,0.31541,0.4641,0.46574,0.478,0.48659,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-08,2022,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.31011,0.30973,0.31201,0.31527,0.46467,0.46628,0.4786,0.48684,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-09,2022,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30997,0.30961,0.31183,0.31514,0.46536,0.46691,0.4793,0.48716,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-10,2022,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30982,0.30947,0.31167,0.315,0.46612,0.46763,0.48007,0.48753,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-11,2022,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30968,0.30933,0.31154,0.31487,0.46695,0.46839,0.48089,0.48794,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-12,2022,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30951,0.30914,0.31129,0.31474,0.4678,0.46919,0.48173,0.4884,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-13,2022,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.3093,0.30888,0.31082,0.31459,0.46865,0.47,0.48259,0.48888,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-14,2022,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30906,0.30859,0.31024,0.31443,0.46948,0.47079,0.48343,0.48937,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-15,2022,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30882,0.3083,0.30963,0.31427,0.47027,0.47155,0.48423,0.48988,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-16,2022,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.3086,0.30803,0.30911,0.31411,0.47099,0.47225,0.48498,0.49039,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-17,2022,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30842,0.30784,0.30877,0.31398,0.4716,0.47286,0.48564,0.49088,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-18,2022,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30823,0.30767,0.30861,0.31377,0.47216,0.4734,0.48623,0.4914,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-19,2022,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30798,0.30749,0.30853,0.31345,0.4727,0.4739,0.48679,0.49197,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-20,2022,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.3077,0.3073,0.3085,0.31306,0.47324,0.47437,0.4873,0.49258,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
2022-01-21,2022,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.30743,0.30712,0.3085,0.31268,0.47378,0.47482,0.4878,0.4932,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
